"Index","N100.Close","N100.Volume","FTSE.Close","FTSE.Volume","N225.Close","N225.Volume","HSI.Close","HSI.Volume","EUR.Close","JPY.Close","AUD.Close","GBP.Close","CNY.Close"
2005-08-12,759.809998,0,5345.799805,1177062200,12261.679688,107700000,15450.950195,412005600,0.80354,109.339996,NA,0.55093,8.088
2005-08-15,758.659973,0,5344.200195,1164129400,12256.549805,103600000,15466.05957,282287200,0.80834,109.330002,NA,0.55258,8.0871
2005-08-16,755.909973,0,5322.399902,1545108200,12315.669922,116600000,15443.620117,322947800,0.80972,109.599998,NA,0.55276,8.090201
2005-08-17,753.98999,0,5292.700195,1841680400,12273.120117,135100000,15449.580078,398665600,0.81446,109.849998,NA,0.55353,8.0897
2005-08-18,751.309998,0,5269.299805,1421739600,12307.370117,99700000,15148.089844,516748400,0.82075,110.459999,NA,0.5572,8.0907
2005-08-19,758.960022,0,5312.600098,1251718300,12291.730469,9.1e+07,15038.610352,391603000,0.82271,110.440002,NA,0.55707,8.0947
2005-08-22,759.469971,0,5318.399902,998728300,12452.509766,116200000,15218.629883,277348200,0.81739,109.690002,NA,0.55515,8.0956
2005-08-23,752.76001,0,5300.200195,1113587000,12472.929688,137600000,14973.889648,364369200,0.81733,109.860001,NA,0.55528,8.0912
2005-08-24,750.119995,0,5275.200195,1371948800,12502.259766,96200000,14873.849609,286594600,0.81473,110.230003,NA,0.55543,8.0905
2005-08-25,743.609985,0,5255.700195,1083651100,12405.160156,95700000,14889.099609,289215600,0.81288,110.07,NA,0.55475,8.090201
2005-08-26,739.179993,0,5228.100098,928137300,12439.480469,89900000,14982.889648,274590800,0.8134,110.160004,NA,0.55537,8.0865
2005-08-29,741.130005,0,NA,NA,12309.830078,86400000,14836.969727,317385200,0.81733,110.669998,NA,0.55664,8.0854
2005-08-30,741.650024,0,5255.799805,1102366700,12453.139648,1.01e+08,14922.219727,240258000,0.81846,111.349998,NA,0.55994,8.0873
2005-08-31,748.700012,0,5296.899902,1359184000,12413.599609,87200000,14903.549805,382671400,0.81031,110.650002,NA,0.55451,8.0898
2005-09-01,751.789978,0,5328.5,1511708300,12506.969727,111100000,15143.75,412152600,0.80064,109.889999,NA,0.54567,8.0849
2005-09-02,748.960022,0,5326.899902,1631847000,12600,89700000,15221.889648,285917800,0.79789,109.800003,NA,0.5428,8.0835
2005-09-05,752.869995,0,5337.799805,1065216900,12634.879883,98900000,15227.830078,159710400,0.79828,109.32,NA,0.54265,8.0773
2005-09-06,758.619995,0,5359.200195,1495537400,12599.429688,149200000,15160.780273,248202800,0.8027,109.610001,NA,0.54318,8.0754
2005-09-07,760.48999,0,5365.899902,1370681100,12607.589844,111400000,15224.570313,242847400,0.80541,110.029999,NA,0.54445,8.0751
2005-09-08,757.609985,0,5340.799805,1266449100,12533.889648,113600000,15166.169922,286588200,0.80684,110.510002,NA,0.54466,8.0763
2005-09-09,761.039978,0,5359.299805,1045394800,12692.040039,201400000,15165.769531,246364600,0.80574,109.620003,NA,0.54363,8.078301
2005-09-12,761.460022,0,5375.100098,1160583600,12896.429688,126200000,15199.790039,183454000,0.8136,110.25,NA,0.54915,8.0794
2005-09-13,756.309998,0,5338,1345279100,12901.950195,130600000,15070.55957,259710000,0.81433,110.709999,NA,0.54861,8.0778
2005-09-14,759.049988,0,5347.399902,1233556000,12834.25,1.29e+08,15086.620117,272578600,0.8144,110.470001,NA,0.54858,8.075
2005-09-15,761.320007,0,5383.5,1675170900,12986.780273,158900000,15041.019531,238076200,0.81726,110.599998,NA,0.55322,8.075
2005-09-16,766.48999,0,5407.899902,2138386500,12958.679688,155100000,14983.200195,281685400,0.81706,111.32,NA,0.55288,8.0725
2005-09-19,767.030029,0,5429.700195,1259576700,NA,NA,NA,NA,0.82379,111.470001,NA,0.55466,8.0709
2005-09-20,770.73999,0,5416.399902,1856250000,13148.570313,185200000,15241.860352,424561400,0.82515,111.959999,NA,0.55627,8.0746
2005-09-21,761.340027,0,5369.700195,1915927700,13196.570313,230500000,15223.620117,338187000,NA,NA,NA,NA,8.0912
2005-09-22,757.609985,0,5385.700195,1588318300,13159.360352,177900000,15179.950195,297848400,0.82277,111.629997,NA,0.5581,8.0749
2005-09-23,761.5,0,5413.600098,1266263500,NA,NA,15143.969727,269944600,0.8305,112.480003,NA,0.56316,8.0719
2005-09-26,773.630005,0,5453.100098,1477216300,13392.629883,195100000,15274.30957,293050400,0.82829,112.32,NA,0.56215,8.0748
2005-09-27,770.679993,0,5447.299805,1387118500,13310.040039,237500000,15189.879883,253552400,0.83202,113.25,NA,0.5659,8.0767
2005-09-28,778.690002,0,5494.799805,1630222400,13435.910156,226500000,15221.459961,312616200,0.82905,112.910004,NA,0.56523,8.0758
2005-09-29,775.830017,0,5478.200195,1601795100,13617.240234,245800000,15431.25,378787200,0.83188,113.199997,NA,0.56854,8.0777
2005-09-30,779.309998,0,5477.700195,1626935400,13574.299805,198400000,15428.519531,351307200,0.83139,113.459999,NA,0.5667,8.0768
2005-10-03,784.130005,0,5501.600098,1376837700,13525.280273,203400000,15394.389648,270527400,0.83942,114.25,NA,0.57061,8.0768
2005-10-04,787.159973,0,5494.399902,1771180300,13738.839844,201500000,15382.209961,317223200,0.839,114.349998,NA,0.5687,8.0768
2005-10-05,779.75,0,5427.799805,1540419000,13689.889648,181100000,15161.030273,427003600,0.8325,114.099998,NA,0.56532,8.0768
2005-10-06,770.599976,0,5372.399902,1868849000,13359.509766,180200000,14839.299805,552974000,0.82156,113.339996,NA,0.56259,8.0768
2005-10-07,768.409973,0,5362.299805,1843669800,13227.740234,1.63e+08,14847.790039,453735200,0.8244,113.779999,NA,0.56792,8.0768
